Annotated sentence	Intent	Training
Play the [last](sort) [chant](music_item) music by [Jan Smit](artist) on [Deezer](service).	PlayMusic	True
Play a [Sugarcult](artist) [track](music_item) from the [twenties](year) on [Itunes](service)	PlayMusic	True
Play a [Nóta](genre) [song](music_item)	PlayMusic	True
play [on the good ship lollipop](track) by [Anthony Hamilton](artist)	PlayMusic	True
Play [While We Were Waiting](album) by [Sippie Wallace](artist) on [Vimeo](service)	PlayMusic	True
Put on [Vimeo](service) and play [Kacapi Suling](genre)	PlayMusic	True
play something from [1971](year) by [John Bonham](artist)	PlayMusic	True
put [El Mejor Rock en Español](playlist) playlist	PlayMusic	True
Can i use [Lastfm](service) to listen to [Twilight Time](track) by [Dj Khalil](artist)?	PlayMusic	True
Play [Lastfm](service).	PlayMusic	True
Play [top](sort) music from [Charles L. Johnson](artist) on [vimeo](service) 	PlayMusic	True
Please play [All Funked Up](playlist) from [Vimeo](service)	PlayMusic	True
I want to hear the [last](sort) [album](music_item) from [Carsten Bohn](artist)	PlayMusic	True
Access my [Vimeo](service) service to play music from [Bernhard Fleischmann](artist)	PlayMusic	True
Open [Vimeo](service) and play music.	PlayMusic	True
I wish to listen to some [instrumental](playlist) music.	PlayMusic	True
i wanna listen to a the [top-twenty](sort) [track](music_item) of [Denniz Pop](artist) in [Pandora](service)	PlayMusic	True
Play [Lil Hardin Armstrong](artist) from [Itunes](service).	PlayMusic	True
play the [last](sort) [Niney The Observer](artist) [song](music_item)	PlayMusic	True
Play [chant](music_item) by [Nao Matsushita](artist) from [1983](year).	PlayMusic	True
Play [One Way Ticket](track) by [Ray Kennedy](artist).	PlayMusic	True
Play my [Romántica](playlist) playlist	PlayMusic	True
[last](sort) [melody](music_item) of [Bob Hardy](artist) on [Iheart](service)	PlayMusic	True
I want to hear music on [deezer](service), play the [most popular](sort) songs by [Daisy Berkowitz](artist).	PlayMusic	True
Turn on [Slacker](service) [radio](playlist).	PlayMusic	True
Please play the [last](sort) [track](music_item) from [abbath](artist)	PlayMusic	True
Play something interesting from a [soundtrack](music_item) recorded by [Vishal-shekhar](artist) in the [thirties](year) that's on [Iheart](service)	PlayMusic	True
Put any [1972](year) [record](music_item) on.	PlayMusic	True
Play music by [larry mullen jr.](artist)	PlayMusic	True
Play music from [Lastfm](service).	PlayMusic	True
Play a [soundtrack](music_item) by [Wade Macneil](artist) from [1969](year).	PlayMusic	True
Play [Jimmy Lafave](artist) on [Vimeo](service).	PlayMusic	True
Play some [Rumba Africana](genre).	PlayMusic	True
Play music from the [thirties](year).	PlayMusic	True
Let me listen to an [eighties](year) [ep](music_item).	PlayMusic	True
[last](sort) [song](music_item) by [Latifa](artist)	PlayMusic	True
An interesting piece from [1991](year) please	PlayMusic	True
Play a [song](music_item) from [1993](year) on [Youtube](service)	PlayMusic	True
Play [Device](artist) music from the [fourties](year).	PlayMusic	True
I'd like to hear music from [1951](year), preferably a [soundtrack](music_item).	PlayMusic	True
Play music through [Groove Shark](service).	PlayMusic	True
Play me a [good](sort) [ep](music_item) from [1989](year) by [jenifer](artist)	PlayMusic	True
I want to listen to the [track](music_item) [Close To The Edge](track)	PlayMusic	True
I want to listen to some [Aaliyah](artist)	PlayMusic	True
I want to listen to [Merrily We Roll Along](track) by [Marko Desantis](artist).	PlayMusic	True
Play the [newest](sort) [Roger Troutman](artist) [track](music_item) possible	PlayMusic	True
Play some [P. J. Proby](artist)	PlayMusic	True
Play some [diva house](genre).	PlayMusic	True
I want to hear the [album](music_item) [Picchio Dal Pozzo](album) from [Con Hunley](artist)	PlayMusic	True
play [almost independence day](track) by [Vitas](artist)	PlayMusic	True
Play the [song](music_item) from the genre [Sunshine Reggae](genre) that appeals to me.	PlayMusic	True
I want to listen to [martina mcbride](artist) music from [1995](year)	PlayMusic	True
play some [fifties](year) [tune](music_item) on [Youtube](service)	PlayMusic	True
Play the [track](music_item) [Coma](track)	PlayMusic	True
I wish to listen to [Roni Duani](artist) 's music.	PlayMusic	True
put my [Family Road Trip](playlist) playlist	PlayMusic	True
Play [New World](album) on [groove shark](service)	PlayMusic	True
Start playing anything [Mike Muir](artist) made in the [thirties](year)	PlayMusic	True
Play some [thirties](year) [Frank Wildhorn](artist)	PlayMusic	True
Play a [sound track](music_item) from [Gregory Douglass](artist).	PlayMusic	True
Play music from [1972](year)	PlayMusic	True
I want to play a [song](music_item) from the [nineties](year) by [Roddy Woomble](artist)	PlayMusic	True
Plaly [The Ladybug Transistor](album) by [Loreena Mckennitt](artist).	PlayMusic	True
Play the [latest](sort) music from [Mark Knopfler](artist).	PlayMusic	True
Play music from the [eighties](year).	PlayMusic	True
Play [Tyrants And Wraiths](album)	PlayMusic	True
Play [Before I Grew Up To Love You](track) by [Wafah Dufour](artist)	PlayMusic	True
can you put on [Like A Hurricane](album) by [Paul Landers](artist)	PlayMusic	False
Play [The Happy Blues](album) by [Ronnie Wood](artist).	PlayMusic	False
Play the [newest](sort) [melody](music_item) on [Last Fm](service) by [Eddie Vinson](artist).	PlayMusic	False
Use [Groove Shark](service) to play music	PlayMusic	False
Please play something [good](sort) from [U-roy](artist).  Any [song](music_item) from [1975](year) on [Zvooq](service) will do.	PlayMusic	False
Play a [symphony](music_item) from [2013](year).	PlayMusic	False
Let me hear the [good](sort) songs from [James Iha](artist)	PlayMusic	False
Play my [inventive](playlist) playlist	PlayMusic	False
I want to play music from [iheart](service)	PlayMusic	False
Play [Subconscious Lobotomy](album) from [Jennifer Paull](artist).	PlayMusic	False
I want to hear a [seventies](year) [sound track](music_item).	PlayMusic	False
play a [john maher](artist) [track](music_item)	PlayMusic	False
Please play something from [Dihan Slabbert](artist) that's on the [top fifty](sort)	PlayMusic	False
Please play something [catchy](playlist) on [Youtube](service)	PlayMusic	False
Play something from [2004](year) by [Imogen Heap](artist) on [spotify](service)	PlayMusic	False
Play [seventies](year) music please.	PlayMusic	False
Play music from the artist [sean yseult](artist) and sort it through [top-50](sort)	PlayMusic	False
Play anything [Jd Natasha](artist) did in the [thirties](year)	PlayMusic	False
Play music off [Netflix](service).	PlayMusic	False
[nineties](year) songs on [Zvooq](service)	PlayMusic	False
Open [itunes](service) and play [Ben Burnley](artist) [Ready To Die](album)	PlayMusic	False
Play an [ep](music_item) by [Zak Starkey](artist).	PlayMusic	False
Play an [album](music_item) from [Nithyasree Mahadevan](artist).	PlayMusic	False
I want to listen to something on [Youtube](service)	PlayMusic	False
Start playing something from [Iheart](service)	PlayMusic	False
Play [Trance Life](playlist) on [Zvooq](service).	PlayMusic	False
Find and play a [concerto](music_item) on [Zvooq](service) from [1978](year) by [Ginger Pooley](artist)	PlayMusic	False
Play [All Things Must Pass](track).	PlayMusic	False
I want to hear music from [Allen Toussaint](artist) from the [fifties](year)	PlayMusic	False
Turn on [Last Fm](service)	PlayMusic	False
Play a [song](music_item) by [Rahsaan Patterson](artist).	PlayMusic	False
play [Femme Fatale](track) by [Bonobo](artist)	PlayMusic	False
Play some [anneliese van der pol](artist) from the [thirties](year) on [Groove Shark](service)	PlayMusic	False
I want to listen to an [ep](music_item) from [1998](year).	PlayMusic	False
Play [Paul Mccartney](artist)	PlayMusic	False
play [Jill Sobule](album) [album](music_item)	PlayMusic	False
Play [chant](music_item)'s from [1973](year).	PlayMusic	False
Play something from [90s Pop Rock Essentials](playlist)	PlayMusic	False
Play [Have You Met Miss Jones](track) by [Nicole](artist) from [Google Music](service).	PlayMusic	False
play [chant](music_item) by [Nigger Kojak](artist) on [Itunes](service)	PlayMusic	False
Play some [sixties](year) songs on [Google Music](service)	PlayMusic	False
Play a [fifties](year) [album](music_item) from [Dj Yoda](artist) on [Last Fm](service).	PlayMusic	False
Please play my [ecstatic](playlist) playlist.	PlayMusic	False
Open [deezer](service) and play [Curtain Call: The Hits](album) by [Junichi Okada](artist).	PlayMusic	False
Let's play [Jamie Robertson](artist)'s [Handover](album) on [vimeo ](service)	PlayMusic	False
play a [sixties](year) [soundtrack](music_item)	PlayMusic	False
Play [This Is: Miles Davis](playlist) on [Lastfm](service).	PlayMusic	False
[Live In L.a](album)[Joseph Meyer](artist) please	PlayMusic	False
Play the [top twenty](sort) [Hisham Abbas](artist) on [Youtube](service)	PlayMusic	False
play some [seventies](year) [Filipp Kirkorow](artist)	PlayMusic	False
Play the [most popular](sort) [Puretone](artist)	PlayMusic	False
Play music from [E-type](artist).	PlayMusic	False
Can you play [A.j. Pero](artist) on [Groove Shark](service)?	PlayMusic	False
Play a [Bob Burns](artist) [song](music_item)	PlayMusic	False
I want to hear [Leroi Moore](artist) on [vimeo](service) , play the [song](music_item) [Chance Of A Lifetime](track).	PlayMusic	False
Play some [symphony](music_item) music from [David Lindley](artist).	PlayMusic	False
Please play something on [Iheart](service) from artist [Ari Gold](artist) [last](sort) [album](music_item)	PlayMusic	False
I want to hear [them](music_item) from the artist [Murcof](artist)	PlayMusic	False
Play [sound track](music_item) music from the [twenties](year)	PlayMusic	False
Play [Dance With The Devil](track) by [Mr. Lordi](artist)	PlayMusic	False
Play music from [1996](year).	PlayMusic	False
Go to [Itunes](service) and play [Dr. Lecter](album) by [David Hodges](artist)	PlayMusic	False
Play [S.t.r.e.e.t. D.a.d](album). from [Hiromitsu Agatsuma](artist) through [Pandora](service).	PlayMusic	False
Play some [movement](music_item) from the [fourties](year)	PlayMusic	False
Please [tune](music_item) into [Chieko Ochi](artist)'s [good](sort) music	PlayMusic	False
Play the [greatest](sort) music from [Bryan Maclean](artist).	PlayMusic	False
Play something on [Last Fm](service)	PlayMusic	False
Play music by [Joy Nilo](artist).	PlayMusic	False
play some [Gary Lee Conner](artist)	PlayMusic	False
Play music by [Brian Chase](artist).	PlayMusic	False
Can you play [top](sort) [Zvooq](service) by [Fink](artist)?	PlayMusic	False
play the [top-20](sort) [Nawang Khechog](artist) [soundtrack](music_item)	PlayMusic	False
Let's hear stuff from [Andrew Hewitt](artist).	PlayMusic	False
Play a [good](sort) [ep](music_item) from the [eighties](year) by [Peter Murphy](artist).	PlayMusic	False
Play [Another Passenger](album) from [Louis Nelson Delisle](artist).	PlayMusic	False
Play the [top](sort) music from [The Railway Children](artist) off [Last Fm](service).	PlayMusic	False
play the [best](sort) [Becca](artist)	PlayMusic	False
Play something by [Duke Ellington](artist) from the [seventies](year)	PlayMusic	False
Use the [last fm](service) service to play [A Mis Niños de 30](playlist)	PlayMusic	False
Play my [Black Sabbath: The Dio Years](playlist) playlist.	PlayMusic	False
Play an [ep](music_item) from [Mike Harding](artist).	PlayMusic	False
I want to hear anything from the [Rock Symphonique](genre) genre please.	PlayMusic	False
Please play a [1997](year) [record](music_item).	PlayMusic	False
Put [What Color Is Your Sky](album) by [Alana Davis](artist) on the stereo.	PlayMusic	False
Please play a [movement](music_item) from [george formby jr](artist).	PlayMusic	False
play some [new](sort) [Les Vandyke](artist) on [Slacker](service)	PlayMusic	False
Please open [Zvooq](service)	PlayMusic	False
Play [Progressive Metal](genre).	PlayMusic	False
I want to hear [soundtrack](music_item) music on [Youtube](service) from [Helena Iren Michaelsen](artist)	PlayMusic	False
play a [song](music_item) by [Ramesh Narayan](artist) from [1960](year)	PlayMusic	False
Play some [blues britânico](genre).	PlayMusic	False
Proceed with [Hitomi Nabatame](artist) music from [2003](year).	PlayMusic	False
Play something on [Zvooq](service)	PlayMusic	False
Play music from [Lynn & Wade Llp](artist).	PlayMusic	False
Let me hear [Chris Knight](artist) music	PlayMusic	False
Let's hear [good](sort) [Mohammad Mamle](artist) on [Vimeo](service).	PlayMusic	False
Please play a [sound track](music_item) from the [fifties](year) that's on [Iheart](service)	PlayMusic	False
Play [Music From Van-pires](album) by [Dmitry Malikov](artist).	PlayMusic	False
Play [rich sex](track) on [Iheart](service)	PlayMusic	False
Play [Modern Psychedelia](playlist).	PlayMusic	False
add [Stani, stani Ibar vodo](entity_name) songs in [my](playlist_owner) playlist [música libre](playlist)	AddToPlaylist	True
